#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::irregulares
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"sentir, yo, presente progresivo",sentir,czuć,to feel,yo,presente_progresivo,estoy s<em>i</em>ntiendo,,true,,
"sentir, tú, presente progresivo",sentir,czuć,to feel,tu,presente_progresivo,estás s<em>i</em>ntiendo,,true,,
"sentir, él, presente progresivo",sentir,czuć,to feel,el,presente_progresivo,está s<em>i</em>ntiendo,,true,,
"sentir, ns, presente progresivo",sentir,czuć,to feel,ns,presente_progresivo,estamos s<em>i</em>ntiendo,,true,,
"sentir, vs, presente progresivo",sentir,czuć,to feel,vs,presente_progresivo,estáis s<em>i</em>ntiendo,,true,,
"sentir, ellos, presente progresivo",sentir,czuć,to feel,ellos,presente_progresivo,están s<em>i</em>ntiendo,,true,,
"sentir, tú, imperativo",sentir,czuć,to feel,tu,imperativo,s<em>i</em>ente,,true,,
"sentir, usted, imperativo",sentir,czuć,to feel,ud,imperativo,s<em>i</em>enta,,true,,
"sentir, ns, imperativo",sentir,czuć,to feel,ns,imperativo,s<em>i</em>ntamos,,true,,
"sentir, ustedes, imperativo",sentir,czuć,to feel,uds,imperativo,s<em>i</em>entan,,true,,
"ser, yo, presente",ser,być,to be,yo,presente,so<em>y</em>,jestem,true,ser,conjugation::basic-verb
"ser, tú, presente",ser,być,to be,tu,presente,<em>er</em>es,jesteś,true,ser,conjugation::basic-verb
"ser, él, presente",ser,być,to be,el,presente,<em>es</em>,jest,true,ser,conjugation::basic-verb
"ser, ns, presente",ser,być,to be,ns,presente,s<em>o</em>mos,jestmy,true,ser,conjugation::basic-verb
"ser, vs, presente",ser,być,to be,vs,presente,s<em>o</em>is,jestcie,true,ser,conjugation::basic-verb
"ser, ellos, presente",ser,być,to be,ellos,presente,s<em>o</em>n,są,true,ser,conjugation::basic-verb
"ser, yo, pret. indefinido",ser,być,to be,yo,pret_indefinido,<em>fui</em>,byłem,true,ser,conjugation::basic-verb
"ser, tú, pret. indefinido",ser,być,to be,tu,pret_indefinido,<em>fu</em>iste,byłeś,true,ser,conjugation::basic-verb
"ser, él, pret. indefinido",ser,być,to be,el,pret_indefinido,<em>fue</em>,był,true,ser,conjugation::basic-verb
"ser, ns, pret. indefinido",ser,być,to be,ns,pret_indefinido,<em>fu</em>imos,byliśmy,true,ser,conjugation::basic-verb
"ser, vs, pret. indefinido",ser,być,to be,vs,pret_indefinido,<em>fu</em>isteis,byliście,true,ser,conjugation::basic-verb
"ser, ellos, pret. indefinido",ser,być,to be,ellos,pret_indefinido,<em>fu</em>eron,byli,true,ser,conjugation::basic-verb
"ser, yo, pretérito imperfecto",ser,być,to be,yo,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"ser, tú, pretérito imperfecto",ser,być,to be,tu,pret_imperfecto,<em>er</em>as,,true,ser,conjugation::basic-verb
"ser, él, pretérito imperfecto",ser,być,to be,el,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"ser, ns, pretérito imperfecto",ser,być,to be,ns,pret_imperfecto,<em>ér</em>amos,,true,ser,conjugation::basic-verb
"ser, vs, pretérito imperfecto",ser,być,to be,vs,pret_imperfecto,<em>er</em>ais,,true,ser,conjugation::basic-verb
"ser, ellos, pretérito imperfecto",ser,być,to be,ellos,pret_imperfecto,<em>er</em>an,,true,ser,conjugation::basic-verb
"ser, tú, imperativo",ser,być,to be,tu,imperativo,s<em>é</em>,,true,ser,conjugation::basic-verb
"ser, usted, imperativo",ser,być,to be,ud,imperativo,s<em>e</em>a,,true,ser,conjugation::basic-verb
"ser, ns, imperativo",ser,być,to be,ns,imperativo,s<em>e</em>amos,,true,ser,conjugation::basic-verb
"ser, ustedes, imperativo",ser,być,to be,uds,imperativo,s<em>e</em>an,,true,ser,conjugation::basic-verb
"soler, yo, presente",soler,mieć w zwyczaju,to use to,yo,presente,s<em>ue</em>lo,,true,,
"soler, tú, presente",soler,mieć w zwyczaju,to use to,tu,presente,s<em>ue</em>les,,true,,
"soler, él, presente",soler,mieć w zwyczaju,to use to,el,presente,s<em>ue</em>le,,true,,
"soler, ellos, presente",soler,mieć w zwyczaju,to use to,ellos,presente,s<em>ue</em>len,,true,,
"soler, tú, imperativo",soler,mieć w zwyczaju,to use to,tu,imperativo,s<em>ue</em>le,,true,,
"soler, usted, imperativo",soler,mieć w zwyczaju,to use to,ud,imperativo,s<em>ue</em>la,,true,,
"soler, ustedes, imperativo",soler,mieć w zwyczaju,to use to,uds,imperativo,s<em>ue</em>lan,,true,,
"suponer, yo, presente",suponer,przypuszczać,to suppose,yo,presente,supon<em>g</em>o,,true,,
"suponer, yo, pret. indefinido",suponer,przypuszczać,to suppose,yo,pret_indefinido,sup<em>use</em>,,true,,
"suponer, tú, pret. indefinido",suponer,przypuszczać,to suppose,tu,pret_indefinido,sup<em>us</em>iste,,true,,
"suponer, él, pret. indefinido",suponer,przypuszczać,to suppose,el,pret_indefinido,sup<em>uso</em>,,true,,
"suponer, ns, pret. indefinido",suponer,przypuszczać,to suppose,ns,pret_indefinido,sup<em>us</em>imos,,true,,
"suponer, vs, pret. indefinido",suponer,przypuszczać,to suppose,vs,pret_indefinido,sup<em>us</em>isteis,,true,,
"suponer, ellos, pret. indefinido",suponer,przypuszczać,to suppose,ellos,pret_indefinido,sup<em>us</em>ieron,,true,,
"suponer, yo, pret. perfecto",suponer,przypuszczać,to suppose,yo,pret_perfecto,he sup<em>uest</em>o,,true,,
"suponer, tú, pret. perfecto",suponer,przypuszczać,to suppose,tu,pret_perfecto,has sup<em>uest</em>o,,true,,
"suponer, él, pret. perfecto",suponer,przypuszczać,to suppose,el,pret_perfecto,ha sup<em>uest</em>o,,true,,
"suponer, ns, pret. perfecto",suponer,przypuszczać,to suppose,ns,pret_perfecto,hemos sup<em>uest</em>o,,true,,
"suponer, vs, pret. perfecto",suponer,przypuszczać,to suppose,vs,pret_perfecto,habéis sup<em>uest</em>o,,true,,
"suponer, ellos, pret. perfecto",suponer,przypuszczać,to suppose,ellos,pret_perfecto,han sup<em>uest</em>o,,true,,
"suponer, tú, imperativo",suponer,przypuszczać,to suppose,tu,imperativo,sup<em>ón</em>,,true,,
"suponer, usted, imperativo",suponer,przypuszczać,to suppose,ud,imperativo,supon<em>g</em>a,,true,,
"suponer, ns, imperativo",suponer,przypuszczać,to suppose,ns,imperativo,supon<em>g</em>amos,,true,,
"suponer, ustedes, imperativo",suponer,przypuszczać,to suppose,uds,imperativo,supon<em>g</em>an,,true,,
"suponer, yo, futuro",suponer,przypuszczać,to suppose,yo,futuro_simple,supon<em>dr</em>é,,true,,
"suponer, tú, futuro",suponer,przypuszczać,to suppose,tu,futuro_simple,supon<em>dr</em>ás,,true,,
"suponer, él, futuro",suponer,przypuszczać,to suppose,el,futuro_simple,supon<em>dr</em>á,,true,,
"suponer, ns, futuro",suponer,przypuszczać,to suppose,ns,futuro_simple,supon<em>dr</em>emos,,true,,
"suponer, vs, futuro",suponer,przypuszczać,to suppose,vs,futuro_simple,supon<em>dr</em>éis,,true,,
"suponer, ellos, futuro",suponer,przypuszczać,to suppose,ellos,futuro_simple,supon<em>dr</em>án,,true,,
"tener, yo, presente",tener,mieć,to have,yo,presente,ten<em>g</em>o,mam,true,,conjugation::basic-verb
"tener, tú, presente",tener,mieć,to have,tu,presente,t<em>i</em>enes,masz,true,,conjugation::basic-verb
"tener, él, presente",tener,mieć,to have,el,presente,t<em>i</em>ene,ma,true,,conjugation::basic-verb
"tener, ellos, presente",tener,mieć,to have,ellos,presente,t<em>i</em>enen,mją,true,,conjugation::basic-verb
"tener, yo, pret. indefinido",tener,mieć,to have,yo,pret_indefinido,t<em>uve</em>,miałem,true,,conjugation::basic-verb
"tener, tú, pret. indefinido",tener,mieć,to have,tu,pret_indefinido,t<em>uv</em>iste,miałeś,true,,conjugation::basic-verb
"tener, él, pret. indefinido",tener,mieć,to have,el,pret_indefinido,t<em>uvo</em>,miał,true,,conjugation::basic-verb
"tener, ns, pret. indefinido",tener,mieć,to have,ns,pret_indefinido,t<em>uv</em>imos,mieliśmy,true,,conjugation::basic-verb
"tener, vs, pret. indefinido",tener,mieć,to have,vs,pret_indefinido,t<em>uv</em>isteis,mieliście,true,,conjugation::basic-verb
"tener, ellos, pret. indefinido",tener,mieć,to have,ellos,pret_indefinido,t<em>uv</em>ieron,mieli,true,,conjugation::basic-verb
"tener, tú, imperativo",tener,mieć,to have,tu,imperativo,te<em>n</em>,,true,,conjugation::basic-verb
"tener, usted, imperativo",tener,mieć,to have,ud,imperativo,ten<em>g</em>a,,true,,conjugation::basic-verb
"tener, ns, imperativo",tener,mieć,to have,ns,imperativo,ten<em>g</em>amos,,true,,conjugation::basic-verb
"tener, ustedes, imperativo",tener,mieć,to have,uds,imperativo,ten<em>g</em>an,,true,,conjugation::basic-verb
"tener, yo, futuro",tener,mieć,to have,yo,futuro_simple,ten<em>dr</em>é,,true,,conjugation::basic-verb
"tener, tú, futuro",tener,mieć,to have,tu,futuro_simple,ten<em>dr</em>ás,,true,,conjugation::basic-verb
"tener, él, futuro",tener,mieć,to have,el,futuro_simple,ten<em>dr</em>á,,true,,conjugation::basic-verb
"tener, ns, futuro",tener,mieć,to have,ns,futuro_simple,ten<em>dr</em>emos,,true,,conjugation::basic-verb
"tener, vs, futuro",tener,mieć,to have,vs,futuro_simple,ten<em>dr</em>éis,,true,,conjugation::basic-verb
"tener, ellos, futuro",tener,mieć,to have,ellos,futuro_simple,ten<em>dr</em>án,,true,,conjugation::basic-verb
"traducir, yo, presente",traducir,tłumaczyć,to translate,yo,presente,tradu<em>z</em>co,,true,,
"traducir, yo, pret. indefinido",traducir,tłumaczyć,to translate,yo,pret_indefinido,tradu<em>je</em>,,true,,
"traducir, tú, pret. indefinido",traducir,tłumaczyć,to translate,tu,pret_indefinido,tradu<em>j</em>iste,,true,,
"traducir, él, pret. indefinido",traducir,tłumaczyć,to translate,el,pret_indefinido,tradu<em>jo</em>,,true,,
"traducir, ns, pret. indefinido",traducir,tłumaczyć,to translate,ns,pret_indefinido,tradu<em>j</em>imos,,true,,
"traducir, vs, pret. indefinido",traducir,tłumaczyć,to translate,vs,pret_indefinido,tradu<em>j</em>isteis,,true,,
"traducir, ellos, pret. indefinido",traducir,tłumaczyć,to translate,ellos,pret_indefinido,tradu<em>j</em>eron,,true,,
"traducir, usted, imperativo",traducir,tłumaczyć,to translate,ud,imperativo,tradu<em>z</em>ca,,true,,
"traducir, ns, imperativo",traducir,tłumaczyć,to translate,ns,imperativo,tradu<em>z</em>camos,,true,,
"traducir, ustedes, imperativo",traducir,tłumaczyć,to translate,uds,imperativo,tradu<em>z</em>can,,true,,
"traer, yo, presente",traer,przynieść,to bring,yo,presente,tra<em>ig</em>o,,true,,
"traer, yo, pret. indefinido",traer,przynieść,to bring,yo,pret_indefinido,tra<em>je</em>,,true,,
"traer, tú, pret. indefinido",traer,przynieść,to bring,tu,pret_indefinido,tra<em>j</em>iste,,true,,
"traer, él, pret. indefinido",traer,przynieść,to bring,el,pret_indefinido,tra<em>jo</em>,,true,,
"traer, ns, pret. indefinido",traer,przynieść,to bring,ns,pret_indefinido,tra<em>j</em>imos,,true,,
"traer, vs, pret. indefinido",traer,przynieść,to bring,vs,pret_indefinido,tra<em>j</em>isteis,,true,,
"traer, ellos, pret. indefinido",traer,przynieść,to bring,ellos,pret_indefinido,tra<em>j</em>eron,,true,,
"traer, yo, pret. perfecto",traer,przynieść,to bring,yo,pret_perfecto,he tra<em>í</em>do,,true,,
"traer, tú, pret. perfecto",traer,przynieść,to bring,tu,pret_perfecto,has tra<em>í</em>do,,true,,
"traer, él, pret. perfecto",traer,przynieść,to bring,el,pret_perfecto,ha tra<em>í</em>do,,true,,
"traer, ns, pret. perfecto",traer,przynieść,to bring,ns,pret_perfecto,hemos tra<em>í</em>do,,true,,
"traer, vs, pret. perfecto",traer,przynieść,to bring,vs,pret_perfecto,habéis tra<em>í</em>do,,true,,
"traer, ellos, pret. perfecto",traer,przynieść,to bring,ellos,pret_perfecto,han tra<em>í</em>do,,true,,
"traer, yo, presente progresivo",traer,przynieść,to bring,yo,presente_progresivo,estoy tra<em>y</em>endo,,true,,
"traer, tú, presente progresivo",traer,przynieść,to bring,tu,presente_progresivo,estás tra<em>y</em>endo,,true,,
"traer, él, presente progresivo",traer,przynieść,to bring,el,presente_progresivo,está tra<em>y</em>endo,,true,,
"traer, ns, presente progresivo",traer,przynieść,to bring,ns,presente_progresivo,estamos tra<em>y</em>endo,,true,,
"traer, vs, presente progresivo",traer,przynieść,to bring,vs,presente_progresivo,estáis tra<em>y</em>endo,,true,,
"traer, ellos, presente progresivo",traer,przynieść,to bring,ellos,presente_progresivo,están tra<em>y</em>endo,,true,,
"traer, usted, imperativo",traer,przynieść,to bring,ud,imperativo,tra<em>ig</em>a,,true,,
"traer, ns, imperativo",traer,przynieść,to bring,ns,imperativo,tra<em>ig</em>amos,,true,,
"traer, ustedes, imperativo",traer,przynieść,to bring,uds,imperativo,tra<em>ig</em>an,,true,,
"vencer, yo, presente",vencer,pokonać,to defeat,yo,presente,ven<em>z</em>o,,true,,
"vencer, usted, imperativo",vencer,pokonać,to defeat,ud,imperativo,ven<em>z</em>a,,true,,
"vencer, ns, imperativo",vencer,pokonać,to defeat,ns,imperativo,ven<em>z</em>amos,,true,,
"vencer, ustedes, imperativo",vencer,pokonać,to defeat,uds,imperativo,ven<em>z</em>an,,true,,
"venir, yo, presente",venir,przychodzić,to come,yo,presente,ven<em>g</em>o,,true,,conjugation::basic-verb
"venir, tú, presente",venir,przychodzić,to come,tu,presente,v<em>i</em>enes,,true,,conjugation::basic-verb
"venir, él, presente",venir,przychodzić,to come,el,presente,v<em>i</em>ene,,true,,conjugation::basic-verb
"venir, ellos, presente",venir,przychodzić,to come,ellos,presente,v<em>i</em>enen,,true,,conjugation::basic-verb
"venir, yo, pret. indefinido",venir,przychodzić,to come,yo,pret_indefinido,v<em>ine</em>,,true,,conjugation::basic-verb
"venir, tú, pret. indefinido",venir,przychodzić,to come,tu,pret_indefinido,v<em>i</em>niste,,true,,conjugation::basic-verb
"venir, él, pret. indefinido",venir,przychodzić,to come,el,pret_indefinido,v<em>ino</em>,,true,,conjugation::basic-verb
"venir, ns, pret. indefinido",venir,przychodzić,to come,ns,pret_indefinido,v<em>i</em>nimos,,true,,conjugation::basic-verb
"venir, vs, pret. indefinido",venir,przychodzić,to come,vs,pret_indefinido,v<em>i</em>nisteis,,true,,conjugation::basic-verb
"venir, ellos, pret. indefinido",venir,przychodzić,to come,ellos,pret_indefinido,v<em>i</em>nieron,,true,,conjugation::basic-verb
"venir, yo, presente progresivo",venir,przychodzić,to come,yo,presente_progresivo,estoy v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, tú, presente progresivo",venir,przychodzić,to come,tu,presente_progresivo,estás v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, él, presente progresivo",venir,przychodzić,to come,el,presente_progresivo,está v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, ns, presente progresivo",venir,przychodzić,to come,ns,presente_progresivo,estamos v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, vs, presente progresivo",venir,przychodzić,to come,vs,presente_progresivo,estáis v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, ellos, presente progresivo",venir,przychodzić,to come,ellos,presente_progresivo,están v<em>i</em>niendo,,true,,conjugation::basic-verb
"venir, tú, imperativo",venir,przychodzić,to come,tu,imperativo,ve<em>n</em>,,true,,conjugation::basic-verb
"venir, usted, imperativo",venir,przychodzić,to come,ud,imperativo,ven<em>g</em>a,,true,,conjugation::basic-verb
"venir, ns, imperativo",venir,przychodzić,to come,ns,imperativo,ven<em>g</em>amos,,true,,conjugation::basic-verb
"venir, ustedes, imperativo",venir,przychodzić,to come,uds,imperativo,ven<em>g</em>an,,true,,conjugation::basic-verb
"venir, yo, futuro",venir,przychodzić,to come,yo,futuro_simple,ven<em>dr</em>é,,true,,conjugation::basic-verb
"venir, tú, futuro",venir,przychodzić,to come,tu,futuro_simple,ven<em>dr</em>ás,,true,,conjugation::basic-verb
"venir, él, futuro",venir,przychodzić,to come,el,futuro_simple,ven<em>dr</em>á,,true,,conjugation::basic-verb
"venir, ns, futuro",venir,przychodzić,to come,ns,futuro_simple,ven<em>dr</em>emos,,true,,conjugation::basic-verb
"venir, vs, futuro",venir,przychodzić,to come,vs,futuro_simple,ven<em>dr</em>éis,,true,,conjugation::basic-verb
"venir, ellos, futuro",venir,przychodzić,to come,ellos,futuro_simple,ven<em>dr</em>án,,true,,conjugation::basic-verb
"ver, yo, presente",ver,oglądać,to see,yo,presente,v<em>e</em>o,oglądam,true,,conjugation::basic-verb
"ver, vs, presente",ver,oglądać,to see,vs,presente,v<em>e</em>is,oglądacie,true,,conjugation::basic-verb
"ver, yo, pret. indefinido",ver,oglądać,to see,yo,pret_indefinido,v<em>i</em>,oglądałem,true,,conjugation::basic-verb
"ver, él, pret. indefinido",ver,oglądać,to see,el,pret_indefinido,vi<em>o</em>,oglądał,true,,conjugation::basic-verb
"ver, yo, pret. perfecto",ver,oglądać,to see,yo,pret_perfecto,he vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, tú, pret. perfecto",ver,oglądać,to see,tu,pret_perfecto,has vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, él, pret. perfecto",ver,oglądać,to see,el,pret_perfecto,ha vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, ns, pret. perfecto",ver,oglądać,to see,ns,pret_perfecto,hemos vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, vs, pret. perfecto",ver,oglądać,to see,vs,pret_perfecto,habéis vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, ellos, pret. perfecto",ver,oglądać,to see,ellos,pret_perfecto,han vi<em>st</em>o,,true,,conjugation::basic-verb
"ver, yo, pretérito imperfecto",ver,oglądać,to see,yo,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"ver, tú, pretérito imperfecto",ver,oglądać,to see,tu,pret_imperfecto,v<em>e</em>ías,,true,,conjugation::basic-verb
"ver, él, pretérito imperfecto",ver,oglądać,to see,el,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"ver, ns, pretérito imperfecto",ver,oglądać,to see,ns,pret_imperfecto,v<em>e</em>íamos,,true,,conjugation::basic-verb
"ver, vs, pretérito imperfecto",ver,oglądać,to see,vs,pret_imperfecto,v<em>e</em>íais,,true,,conjugation::basic-verb
"ver, ellos, pretérito imperfecto",ver,oglądać,to see,ellos,pret_imperfecto,v<em>e</em>ían,,true,,conjugation::basic-verb
"ver, usted, imperativo",ver,oglądać,to see,ud,imperativo,v<em>e</em>a,,true,,conjugation::basic-verb
"ver, ns, imperativo",ver,oglądać,to see,ns,imperativo,v<em>e</em>amos,,true,,conjugation::basic-verb
"ver, ustedes, imperativo",ver,oglądać,to see,uds,imperativo,v<em>e</em>an,,true,,conjugation::basic-verb
"vestir, yo, presente",vestir,nosić,to wear,yo,presente,v<em>i</em>sto,noszę,true,vestir,
"vestir, tú, presente",vestir,nosić,to wear,tu,presente,v<em>i</em>stes,nosisz,true,vestir,
"vestir, él, presente",vestir,nosić,to wear,el,presente,v<em>i</em>ste,nosi,true,vestir,
"vestir, ellos, presente",vestir,nosić,to wear,ellos,presente,v<em>i</em>sten,nosią,true,vestir,
"vestir, él, pret. indefinido",vestir,nosić,to wear,el,pret_indefinido,v<em>i</em>stió,nosił,true,vestir,
"vestir, ellos, pret. indefinido",vestir,nosić,to wear,ellos,pret_indefinido,v<em>i</em>stieron,nosili,true,vestir,
"vestir, yo, presente progresivo",vestir,nosić,to wear,yo,presente_progresivo,estoy v<em>i</em>stiendo,,true,vestir,
"vestir, tú, presente progresivo",vestir,nosić,to wear,tu,presente_progresivo,estás v<em>i</em>stiendo,,true,vestir,
"vestir, él, presente progresivo",vestir,nosić,to wear,el,presente_progresivo,está v<em>i</em>stiendo,,true,vestir,
"vestir, ns, presente progresivo",vestir,nosić,to wear,ns,presente_progresivo,estamos v<em>i</em>stiendo,,true,vestir,
"vestir, vs, presente progresivo",vestir,nosić,to wear,vs,presente_progresivo,estáis v<em>i</em>stiendo,,true,vestir,
"vestir, ellos, presente progresivo",vestir,nosić,to wear,ellos,presente_progresivo,están v<em>i</em>stiendo,,true,vestir,
"vestir, tú, imperativo",vestir,nosić,to wear,tu,imperativo,v<em>i</em>ste,,true,vestir,
"vestir, usted, imperativo",vestir,nosić,to wear,ud,imperativo,v<em>i</em>sta,,true,vestir,
"vestir, ns, imperativo",vestir,nosić,to wear,ns,imperativo,v<em>i</em>stamos,,true,vestir,
"vestir, ustedes, imperativo",vestir,nosić,to wear,uds,imperativo,v<em>i</em>stan,,true,vestir,
"vestirse, yo, presente",vestirse,ubierać się,to get dressed,yo,presente,me v<em>i</em>sto,ubieram się,true,,
"vestirse, tú, presente",vestirse,ubierać się,to get dressed,tu,presente,te v<em>i</em>stes,ubierasz się,true,,
"vestirse, él, presente",vestirse,ubierać się,to get dressed,el,presente,se v<em>i</em>ste,ubiera się,true,,
"vestirse, ellos, presente",vestirse,ubierać się,to get dressed,ellos,presente,se v<em>i</em>sten,ubierją się,true,,
"vestirse, él, pret. indefinido",vestirse,ubierać się,to get dressed,el,pret_indefinido,se v<em>i</em>stió,ubierał się,true,,
"vestirse, ellos, pret. indefinido",vestirse,ubierać się,to get dressed,ellos,pret_indefinido,se v<em>i</em>stieron,ubierali się,true,,
"vestirse, yo, presente progresivo",vestirse,ubierać się,to get dressed,yo,presente_progresivo,me estoy v<em>i</em>stiendo,,true,,
"vestirse, tú, presente progresivo",vestirse,ubierać się,to get dressed,tu,presente_progresivo,te estás v<em>i</em>stiendo,,true,,
"vestirse, él, presente progresivo",vestirse,ubierać się,to get dressed,el,presente_progresivo,se está v<em>i</em>stiendo,,true,,
"vestirse, ns, presente progresivo",vestirse,ubierać się,to get dressed,ns,presente_progresivo,nos estamos v<em>i</em>stiendo,,true,,
"vestirse, vs, presente progresivo",vestirse,ubierać się,to get dressed,vs,presente_progresivo,os estáis v<em>i</em>stiendo,,true,,
"vestirse, ellos, presente progresivo",vestirse,ubierać się,to get dressed,ellos,presente_progresivo,se están v<em>i</em>stiendo,,true,,
"vestirse, tú, imperativo",vestirse,ubierać się,to get dressed,tu,imperativo,v<em>í</em>stete,,true,,
"vestirse, usted, imperativo",vestirse,ubierać się,to get dressed,ud,imperativo,v<em>í</em>stase,,true,,
"vestirse, ns, imperativo",vestirse,ubierać się,to get dressed,ns,imperativo,v<em>i</em>stámonos,,true,,
"vestirse, ustedes, imperativo",vestirse,ubierać się,to get dressed,uds,imperativo,v<em>í</em>stanse,,true,,
"volar, yo, presente",volar,latać,to fly,yo,presente,v<em>ue</em>lo,,true,,
"volar, tú, presente",volar,latać,to fly,tu,presente,v<em>ue</em>las,,true,,
"volar, él, presente",volar,latać,to fly,el,presente,v<em>ue</em>la,,true,,
"volar, ellos, presente",volar,latać,to fly,ellos,presente,v<em>ue</em>lan,,true,,
"volar, tú, imperativo",volar,latać,to fly,tu,imperativo,v<em>ue</em>la,,true,,
"volar, usted, imperativo",volar,latać,to fly,ud,imperativo,v<em>ue</em>le,,true,,
"volar, ustedes, imperativo",volar,latać,to fly,uds,imperativo,v<em>ue</em>len,,true,,
"volver, yo, presente",volver,wracać,to return,yo,presente,v<em>ue</em>lvo,wracam,true,,conjugation::basic-verb
"volver, tú, presente",volver,wracać,to return,tu,presente,v<em>ue</em>lves,wracasz,true,,conjugation::basic-verb
"volver, él, presente",volver,wracać,to return,el,presente,v<em>ue</em>lve,wraca,true,,conjugation::basic-verb
"volver, ellos, presente",volver,wracać,to return,ellos,presente,v<em>ue</em>lven,wracją,true,,conjugation::basic-verb
"volver, yo, pret. perfecto",volver,wracać,to return,yo,pret_perfecto,he v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, tú, pret. perfecto",volver,wracać,to return,tu,pret_perfecto,has v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, él, pret. perfecto",volver,wracać,to return,el,pret_perfecto,ha v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, ns, pret. perfecto",volver,wracać,to return,ns,pret_perfecto,hemos v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, vs, pret. perfecto",volver,wracać,to return,vs,pret_perfecto,habéis v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, ellos, pret. perfecto",volver,wracać,to return,ellos,pret_perfecto,han v<em>uelt</em>o,,true,,conjugation::basic-verb
"volver, tú, imperativo",volver,wracać,to return,tu,imperativo,v<em>ue</em>lve,,true,,conjugation::basic-verb
"volver, usted, imperativo",volver,wracać,to return,ud,imperativo,v<em>ue</em>lva,,true,,conjugation::basic-verb
"volver, ustedes, imperativo",volver,wracać,to return,uds,imperativo,v<em>ue</em>lvan,,true,,conjugation::basic-verb
"jugar, yo, presente",jugar,grać,to play,yo,presente,ju<em>e</em>go,,true,,
"jugar, tú, presente",jugar,grać,to play,tu,presente,ju<em>e</em>gas,,true,,
"jugar, él, presente",jugar,grać,to play,el,presente,ju<em>e</em>ga,,true,,
"jugar, ellos, presente",jugar,grać,to play,ellos,presente,ju<em>e</em>gan,,true,,
"jugar, yo, pret. indefinido",jugar,grać,to play,yo,pret_indefinido,jug<em>u</em>é,,true,,
"jugar, tú, imperativo",jugar,grać,to play,tu,imperativo,ju<em>e</em>ga,,true,,
"jugar, usted, imperativo",jugar,grać,to play,ud,imperativo,ju<em>egu</em>e,,true,,
"jugar, ns, imperativo",jugar,grać,to play,ns,imperativo,jug<em>u</em>emos,,true,,
"jugar, ustedes, imperativo",jugar,grać,to play,uds,imperativo,ju<em>egu</em>en,,true,,
"utilizar, yo, pret. indefinido",utilizar,używać,to use,yo,pret_indefinido,utili<em>c</em>é,,true,,
"utilizar, usted, imperativo",utilizar,używać,to use,ud,imperativo,utili<em>c</em>e,,true,,
"utilizar, ns, imperativo",utilizar,używać,to use,ns,imperativo,utili<em>c</em>emos,,true,,
"utilizar, ustedes, imperativo",utilizar,używać,to use,uds,imperativo,utili<em>c</em>en,,true,,
"marcar, yo, pret. indefinido",marcar,zaznaczać,to mark,yo,pret_indefinido,mar<em>qu</em>é,,true,,
"marcar, usted, imperativo",marcar,zaznaczać,to mark,ud,imperativo,mar<em>qu</em>e,,true,,
"marcar, ns, imperativo",marcar,zaznaczać,to mark,ns,imperativo,mar<em>qu</em>emos,,true,,
"marcar, ustedes, imperativo",marcar,zaznaczać,to mark,uds,imperativo,mar<em>qu</em>en,,true,,
"rechazar, yo, pret. indefinido",rechazar,odrzucać,to reject,yo,pret_indefinido,recha<em>c</em>é,,true,,
"rechazar, usted, imperativo",rechazar,odrzucać,to reject,ud,imperativo,recha<em>c</em>e,,true,,
"rechazar, ns, imperativo",rechazar,odrzucać,to reject,ns,imperativo,recha<em>c</em>emos,,true,,
"rechazar, ustedes, imperativo",rechazar,odrzucać,to reject,uds,imperativo,recha<em>c</em>en,,true,,
"aparcar, yo, pret. indefinido",aparcar,parkować,to park,yo,pret_indefinido,apar<em>qu</em>é,,true,,
"aparcar, usted, imperativo",aparcar,parkować,to park,ud,imperativo,apar<em>qu</em>e,,true,,
"aparcar, ns, imperativo",aparcar,parkować,to park,ns,imperativo,apar<em>qu</em>emos,,true,,
"aparcar, ustedes, imperativo",aparcar,parkować,to park,uds,imperativo,apar<em>qu</em>en,,true,,
"tocar, yo, pret. indefinido",tocar,dotykać,to touch,yo,pret_indefinido,to<em>qu</em>é,,true,,
